Part Number,Description,PriceEa,ValidFrom
wh1rt05,ck fan 9s 1- row golden strobe mines,13.37,1/01/2015
wh1rt03,ck fan 9s 1- row green mines,14.2,1/01/2015
wh1rt08,ck fan 9s 1- row lemon tail to lemon peony w/lemon mine,12.52,1/01/2015
wh1rt07,ck fan 9s 1- row orange tail to orange peony w/orange mine,12.69,1/01/2015
wh1rt02,ck fan 9s 1- row red mines,13.15,1/01/2015
wh1rt09,ck fan 9s 1- row seablue tail to seablue peony w/seablue mine,13.1,1/01/2015
wh1rt01,ck fan 9s 1- row silver strobe mines,12.7,1/01/2015
sr0930-03,ck fan 9s 1-row  blue mine to silver coconut to blue,10.52,1/01/2015
sr0930-04,ck fan 9s 1-row  brocade crown to purple,10.25,1/01/2015
sr0930-02,ck fan 9s 1-row  purple mine to gold coconut to purple,9.92,1/01/2015
sr0930-05,ck fan 9s 1-row  white strobe mine to white strobe,10.68,1/01/2015
wh1rt12,ck C 9s 1- row (wipe M-to-L&R) gold comet w/blue mine,13.4,1/01/2015
wh1rt10,ck C 9s 1- row (wipe M-to-L&R) red strb tail w/green strb mine,11.93,1/01/2015
wh1rt11,ck C 9s 1- row (wipe M-to-L&R) silver comet w/magenta mine,13.49,1/01/2015
ny40,ck Z 13s 1-row wipe - brocade crown comets (5s),12.43,1/01/2015
ny41,ck Z 13s 1-row wipe - gold glittering mines (5s),13.67,1/01/2015
ny38,ck Z 13s 1-row wipe - green wave comets (5s),12.58,1/01/2015
hq08-q,ck Z 13s 1-row wipe - mine brocade crown waterfall w/red strb pist (5s),13.93,1/01/2015
hq09,ck Z 13s 1-row wipe - red wave comets (5s),12.97,1/01/2015
ny39,ck Z 13s 1-row wipe - silver comets (5s),12.3,1/01/2015
wh24-q,ck C 66s colorful stars (18s),52.09,1/01/2015
thnck01,ck fan 100s 5-branch brcd rainbow (brcd crwn & pastel clr mines)28s,81.33,1/01/2015
th17-100-q,ck fan 100s 5-way - gold wave to red mine (25s),83.49,1/01/2015
hxnck05,"ck fan 100s bl mines to bl stars w/time rain coco, sil fish(28s)",70.03,1/01/2015
jsckn02,ck fan 100s blue mines & red tail to ti salutes fast finale-13 sec,66.94,1/01/2015
yxck05,"ck fan 100s dbl layer big gold chrys(gold coco,blue stars&crckrs) (20s)",63,1/01/2015
hxckt01,ck fan 100s deep red w/white glitter (24s),85.89,1/01/2015
wq21,ck fan 100s gold tl to bl & sil fish w/bl & sil fish mines (17 sec),74.47,1/01/2015
th21-100,ck fan 100s peachblow (mag) & lemon crossettes w/tails to salutes (30s),97.25,1/01/2015
hxnck04,ck fan 100s red & time rain mines (25s),67.16,1/01/2015
th16-100-q,"ck fan 100s red wave tail to white strobe, blue mines (27s)",77.95,1/01/2015
cspck23,"ck fan 100s red, green, blue tails to white glittering waterfalls (20 sec)",67.64,1/01/2015
mtnck07,ck fan 100s silver silk w/multicolor glittering   (36s),73.49,1/01/2015
wq20,ck fan 100s silver whirl to silver chrys (30 sec),70.64,1/01/2015
hxb10004,ck fan 100s silver world (24s),82.72,1/01/2015
hxnck03,"ck fan 100s white glittering & blue mines, red tiger tls (26s)",58.24,1/01/2015
thnck02,ck fan 110s gold glittering tail to blue & red mines 18sec,94.33,1/01/2015
hxb11001,ck fan 110s white strobe waterfall (22s),76.62,1/01/2015
ny6420-2,ck fan 120s grn mn to grn strb&pnk dahl;sil strb&pnk pe;crklng;rd&lem xst-24s,38.86,1/01/2015
cspck05-q,ck fan 130s red strobe mine to silver whirl,99.85,1/01/2015
th22-130,"ck fan 130s three layer mines - wht gltr, red, blue (26s)",110.45,1/01/2015
wh58-150,ck fan 150s color flashing tails (30s),111.27,1/01/2015
hxb15001,ck fan 150s garden in the air (22s),108.32,1/01/2015
lda224,ck fan 150s peacock exercise w/color tails & blue mines (21s),65.54,1/01/2015
hqm10,"ck fan 182s silver strobe mine up to red,grn,pur dahlias & whistles-22 s",78.27,1/01/2015
hqp02,ck fan 280s 3 times whistle to red stars & ti salutes (20s),115.78,1/01/2015
thnck06,ck fan 280s 3 times whistles to salutes 18sec,121.68,1/01/2015
thtck04-q,ck fan 280s 7-branch red glitter pistil wave tl & blue tl - 10s,130.27,1/01/2015
jsckn03,"ck fan 280s red mines, ti salutes & silver whistles fast finale 9sec",86.47,1/01/2015
thnck05,ck fan 280s silver tail to whistle to green stars 20sec,148.81,1/01/2015
ny6415-1q,ck fan 372s brocade crown & blue stars (30 sec),119.15,1/01/2015
ny6415-2q,"ck fan 372s peachblow (magenta), lemon & sea blue stars(25 sec)",134.26,1/01/2015
lda154,"ck fan 45s red, white, blue tails (15 sec)",82.76,1/01/2015
hqmg7,ck fan 49s (7x7) quick machine gun salutes) - 10sec,43.98,1/01/2015
ny6430-3,ck fan 49s 3-stage whistles - 20sec,32.63,1/01/2015
ny6430-5s,ck fan 49s colorful crossettes (red/green/lemon/silver) to ti salutes-20s,33.19,1/01/2015
ny6430-1,"ck fan 49s red, white & blue peonies - 22sec",37.85,1/01/2015
mtnck04,ck fan 49s titanium chrys w/red & green pistil (24s),36.03,1/01/2015
wh52-50,ck fan 50s silver strobe w/silver coco pistil w/silver tails (24s),66.3,1/01/2015
fc5630-02,ck fan 56s brocade mine up to special white strobe (24s),36.05,1/01/2015
fc5630-03,ck fan 56s purple mine up to golden ti willow (24s),37.84,1/01/2015
fc5630-04,ck fan 56s silver diamond mine up to silver crown (24s),35.29,1/01/2015
fc5630-05,ck fan 56s snowflake willow mine up to snowflake willow (24s),38.37,1/01/2015
hqp05-q,ck fan 65s brocade waterfall mines w/big silver strobe pistil (16 sec),50.28,1/01/2015
hqnck01,ck fan 65s glittering crackling mines w/red stars - 25sec,46.6,1/01/2015
ny6430-14,ck fan 65s silver whirlpool tail to lemon & peachblow (mgnta) peonies-18s,42.36,1/01/2015
fk13-q,ck fan 80s color strobe willow - 23 sec,80.67,1/01/2015
hxb8001,ck fan 80s icing on the cake (24s),81.23,1/01/2015
lda192,ck fan 80s silver lions to color crackling chrys (30 sec),61.86,1/01/2015
ldc-mix2d,ck fan 8x3s blue crackling stars (25 sec),22.32,1/01/2015
hxnck06,ck fan 90s red mines & silver whirls (26s),53.83,1/01/2015
fc9030-02,ck fan 90s silver crown mines (24s),57.42,1/01/2015
fc9030-03,ck fan 90s white strobe mines (24s),58.37,1/01/2015
ldc-mix2c,"ck fan 9x5s red, white & blue tails (25 sec)",22.8,1/01/2015
cspck06,"ck fan(5part) 300s red crossette, silver whirl & blue stars",112.77,1/01/2015
cspck07,ck fan(7part) 300s deep gold & peachblow (magenta) tails,87.94,1/01/2015
wh60-198,"ck IVW 198s ""show in a box"" mixed effects (3 min)",178.95,1/01/2015
lda242-110,ck R 110s brocade crown tails (22s),78.07,1/01/2015
lda276-110,ck R 110s gold strobing tails (22s),82.05,1/01/2015
yxck01,"ck S 100s blue tail to golden horse tail w/blue core, gold strb mines (20s)",63.31,1/01/2015
wh53-100q,ck S 100s fresh color comets w/silver glitter mines (20s),86.08,1/01/2015
whnck10,"ck S 100s peach, lemon & water green mines-20sec",85.44,1/01/2015
whnck11,ck S 100s rd/grn comets to rd/grn falling leaves w/blue stars-20s,73.6,1/01/2015
wq15,ck S 180s double purple & green crossettes (10 sec),83.91,1/01/2015
wq19,ck S 180s double red & green time rain willow (20 sec),84.19,1/01/2015
hxnck01,"ck S 182s red,grn,lem,pur stars w/crossettes (22s)",57.19,1/01/2015
hq11,ck V 100s green strobe mine to flower shuttle w/blue stars (30s),63.51,1/01/2015
lda189,ck V 150s silver crown to red and green (30s),63.6,1/01/2015
ht237-blue,ck V 50s blue daytime smoke comet w/crackling (15 sec),47.77,1/01/2015
ht237-grn,ck V 50s green daytime smoke comet w/crackling (15 sec),54.44,1/01/2015
ht237-pur,ck V 50s purple daytime smoke comet w/crackling (15 sec),46.48,1/01/2015
ht237-wht,ck V 50s white daytime smoke comet w/crackling (15 sec),50.91,1/01/2015
ht237-yel,ck V 50s yellow daytime smoke comet w/crackling (15 sec),48.47,1/01/2015
th18-80,ck V 80s red tail to wave willow w/green strobe pistil (25s),66.48,1/01/2015
thtck02,ck V 80s time rain crossettes - 26s,79.95,1/01/2015
mtnck06,ck W 100s crcklng chrys L&R; blue peony middle   (30s),73.63,1/01/2015
wh50-100q,"ck W 100s red,grn,yel falling lvs & blue pearl w/color tails (26s)",67.01,1/01/2015
cspck03,"ck W 90s red tail to red strobe, green tail to ti (crackling) flower",55.94,1/01/2015
th19-90,"ck W 90s red, green & yellow peonies w/dragon eggs (29s)",78,1/01/2015
jsm07-q,ck X 130s lucky 2011(rd & grn tls to rd & grn strb falling leaves - 12sec),98.1,1/01/2015
thtck03-q,ck Z 100s blue pistil red glitter willow horsetail - 17s,84.27,1/01/2015
cspck22,ck Z 100s blue tail to brocade crown w/blue stars (30 sec),67.76,1/01/2015
ny23-q,ck Z 100s dragon in flowers  20sec,60.91,1/01/2015
th27-100,ck Z 100s peachblow crossettes alternate wave willow w/peach pist (30s),96.77,1/01/2015
cspck04-q,ck Z 100s purple & green tails to white strobe,69.81,1/01/2015
yxck04,ck Z 100s silver fish mines to silver floating chrys (20s),65.06,1/01/2015
lda181,ck Z 100s silver to red w/tail (30 sec),64.18,1/01/2015
th26-120,"ck Z 120s rainbow comets (mag, lem, aqua, orange) (28s)",101.01,1/01/2015
thnck03,"ck Z 130s green glitter, yellow glitter, blue mines 12sec",101,1/01/2015
th20-130,ck Z 130s multicolor mines (peacock tail) (31s),122.52,1/01/2015
hxb13001,ck z 130s snow dance & red plum(red & sil gltr waterfalls-23s),89.99,1/01/2015
jsckm01,ck Z 150s American Thunder (ti slautes w/rwb tails) (57s),88.89,1/01/2015
thnck04,ck Z 150s multicolor & white glittering stars 19sec,127.03,1/01/2015
hxb18201,ck z 182s purple & lemon crossettes (20s),83,1/01/2015
ldc-mix2b,ck z 6x8s color tails (25 sec),21.14,1/01/2015
ldc-mix2a,ck z 6x8s sea blue crossettes (25 sec),22.05,1/01/2015
lda191,ck Z 80s brocade crown w/gold tails (25 sec),57.71,1/01/2015
lda172,ck Z 80s silver crown horse tail w/red tails (25 sec),69.08,1/01/2015
cspck02,ck Z 90s color tip whirl,67.76,1/01/2015
cspck01,ck Z 90s gold strobe willow w/big blue pistil w/blue mine,67.18,1/01/2015
mtnck08,"ck Z,W,S,fan 100s assorted effects    (33s)",69.49,1/01/2015
mtnck09,ck Z+I 125s golden & blue world  (19s),91.56,1/01/2015
wh1sp04,"cndl 1.2"" 1-shot gold strobe tail",3.87,1/01/2015
wh1sp06,"cndl 1.2"" 1-shot mine blood red stars",3.67,1/01/2015
wh1sp09,"cndl 1.2"" 1-shot mine blue stars",3.79,1/01/2015
wh1sp07,"cndl 1.2"" 1-shot mine crackling stars",3.63,1/01/2015
wh1sp08,"cndl 1.2"" 1-shot mine white stars",3.75,1/01/2015
wh1sp02,"cndl 1.2"" 1-shot red strobe tail",3.56,1/01/2015
wh1sp01,"cndl 1.2"" 1-shot red tail",3.67,1/01/2015
wh1sp03,"cndl 1.2"" 1-shot silver tail",3.57,1/01/2015
wh1sp05,"cndl 1.2"" 1-shot titantium crackling tail",3.62,1/01/2015
ldc066,"cndl 1.5"" 1-shot big brocade crown crossette",4.97,1/01/2015
ldc029,"cndl 1.5"" 1-shot big crackling tail crossette",5.13,1/01/2015
ht246-grn,"cndl 1.5"" 1-shot color smoke tiger tail - green (10 sec)",4.61,1/01/2015
ht246-pur,"cndl 1.5"" 1-shot color smoke tiger tail - purple (10 sec)",4.74,1/01/2015
ht246-wht,"cndl 1.5"" 1-shot color smoke tiger tail - white (10 sec)",4.32,1/01/2015
ht246-yel,"cndl 1.5"" 1-shot color smoke tiger tail - yellow (10 sec)",4.51,1/01/2015
th07,"cndl 1.75"" 1-shot gold wave tail",4.65,1/01/2015
th05,"cndl 1.75"" 1-shot lemon comet w/big magenta (peachblow) mine",4.58,1/01/2015
th10,"cndl 1.75"" 1-shot red & green peony break",4.5,1/01/2015
th02,"cndl 1.75"" 1-shot yellow glittering tail w/big green mine",4.62,1/01/2015
wh07,"cndl 2"" 1-shot blood red stars mine",5.77,1/01/2015
wh08,"cndl 2"" 1-shot brocade crown mine",6.12,1/01/2015
wh10,"cndl 2"" 1-shot brocade crown to blue mine",5.58,1/01/2015
wh1s22,"cndl 2"" 1-shot gold strobe tail",5.88,1/01/2015
wh1s02,"cndl 2"" 1-shot green comet (star) w/large lemon stars mine",5.43,1/01/2015
wh1s19,"cndl 2"" 1-shot green strobe tiger tail",5.35,1/01/2015
wh1s13,"cndl 2"" 1-shot green tiger tail",5.24,1/01/2015
wh1s06,"cndl 2"" 1-shot mine, blue stars",5.75,1/01/2015
wh1s11,"cndl 2"" 1-shot mine, fresh color (magenta, lemon, org, aqua) stars",5.51,1/01/2015
wh1s08,"cndl 2"" 1-shot mine, mixed lemon & green stars",5.75,1/01/2015
wh1s07,"cndl 2"" 1-shot mine, mixed orange & aqua stars",5,1/01/2015
wh1s09,"cndl 2"" 1-shot mine, red strobe stars",5.19,1/01/2015
wh03,"cndl 2"" 1-shot mine, silver strobe willow",5.22,1/01/2015
wh1s05,"cndl 2"" 1-shot mine, white stars",5.85,1/01/2015
wh1s10,"cndl 2"" 1-shot mine, white strobe stars",5.61,1/01/2015
wh09,"cndl 2"" 1-shot multicolor mine",5.09,1/01/2015
wh1s01,"cndl 2"" 1-shot orange comet (star) w/large aqua stars mine",5.15,1/01/2015
wh1s15,"cndl 2"" 1-shot orange tiger tail",5.19,1/01/2015
wh1s04,"cndl 2"" 1-shot peach (magenta) comet (star) w/large wht gltr stars mine",5.46,1/01/2015
wh1s03,"cndl 2"" 1-shot red comet (star) w/large silver glitter stars mine",5.64,1/01/2015
th12,"cndl 2"" 1-shot red strobe and gold wave mine",5.61,1/01/2015
wh1s18,"cndl 2"" 1-shot red strobe tiger tail",5.58,1/01/2015
wh1s12,"cndl 2"" 1-shot red tiger tail",5.55,1/01/2015
wh02,"cndl 2"" 1-shot red wave tail w/large red strobing mine",5.83,1/01/2015
jsm01,"cndl 2"" 1-shot silver strobe mine",5.52,1/01/2015
wh1s17,"cndl 2"" 1-shot silver strobe tiger tail",5.7,1/01/2015
wh05,"cndl 2"" 1-shot silver tiger tail",5.37,1/01/2015
wh1s20,"cndl 2"" 1-shot titanium crackling tail",5.3,1/01/2015
wh1s21,"cndl 2"" 1-shot whistles w/red mine",5.46,1/01/2015
wh01,"cndl 2"" 1-shot white glitter tail",5.21,1/01/2015
th11,"cndl 2"" 1-shot white strobe mine to red meteors",5.41,1/01/2015
th08,"cndl 2"" 1-shot yellow strobe to blue mine",5.69,1/01/2015
wh1s14,"cndl 2"" 1-shot yellow tiger tail",5.26,1/01/2015
yj18b,"cndl 20mm mine, 1-shot, blue",6.11,1/01/2015
yj18c,"cndl 20mm mine, 1-shot, crackling",6.13,1/01/2015
yj18g,"cndl 20mm mine, 1-shot, green",6.1,1/01/2015
yj18r,"cndl 20mm mine, 1-shot, red",6.28,1/01/2015
yj18w,"cndl 20mm mine, 1-shot, white",6.81,1/01/2015
40cb04,cndl 40mm caballer 1-shot cyan comet w/kamuro tail,8.32,1/01/2015
40cb03,cndl 40mm caballer 1-shot fuschia comet w/kamuro tail,9.78,1/01/2015
40cb07,cndl 40mm caballer 1-shot orange comet,8.74,1/01/2015
40cb10,cndl 40mm caballer 1-shot orange mine,8.86,1/01/2015
40cb06,cndl 40mm caballer 1-shot red comet w/ tail,9.38,1/01/2015
40cb09,cndl 40mm caballer 1-shot tangerine comet,8.43,1/01/2015
40cb05,cndl 40mm caballer 1-shot violet comet w/gold willow tail,9.02,1/01/2015
wq6,"cndl 1/2"" 10-shot bundle of 12 (120 shots) crackling tails",15.01,1/01/2015
wq11,"cndl 1/2"" 10-shot bundle of 15 (150 shots) red & green crackling stars",15.63,1/01/2015
wq12,"cndl 1/2"" 10-shot bundle of 15 (150 shots) silver tails to red & green",15.35,1/01/2015
wq4-Rnd,"cndl 1/2"" 8-shot bundle of 14 (112 shots) 1/2 gold comet & 1/2 mc stars",13.72,1/01/2015
wq7,"cndl 1/2"" 8-shot bundle of 15 (120 shots) gold glittering tl to green glitter",16.17,1/01/2015
wq8,"cndl 1/2"" 8-shot bundle of 15 (120 shots) gold willow tl to red & blue",13.51,1/01/2015
wq1,"cndl 1/2"" 8-shot bundle of 15 (120 shots) multicolor stars",15.46,1/01/2015
wq1-Rnd,"cndl 1/2"" 8-shot bundle of 15 (120 shots) multicolor stars",15.02,1/01/2015
wq5,"cndl 1/2"" 8-shot bundle of 15 (120 shots) red strobe tail to blue stars",15.93,1/01/2015
wq3-v,"cndl 1/2"" 8-shot bundle of 30 (240 shots V-shape) big silver glittering tls",23.44,1/01/2015
wq2-v,"cndl 1/2"" 8-shot bundle of 30 (240 shots V-shape) multicolor crackling tls",24.83,1/01/2015
wq9,"cndl 1/2"" 8-shot bundle of 30 (240 shots) brocade tail & blue stars",28.54,1/01/2015
snr122s,"cndl 1.2"" 8-shot silver tail (24s)",11.72,1/01/2015
snr120,"cndl 1.5"" 8-shot silver tail (24s)",12.21,1/01/2015
wh8s03,"cndl 1.75"" 8-shot brocade tiger tail (27s)",19.74,1/01/2015
wh8s10,"cndl 1.75"" 8-shot color (rainbow) stars (27s)",28.05,1/01/2015
wh13-q,"cndl 1.75"" 8-shot flashing willow tail to blue crossette (27s)",17.76,1/01/2015
wh14-q,"cndl 1.75"" 8-shot flashing willow tail to red crossette (27s)",16.15,1/01/2015
wh8s07,"cndl 1.75"" 8-shot gold strobe tiger tail (27s)",17.38,1/01/2015
wh8st02,"cndl 1.75"" 8-shot green crossette w/brocade to purple mine (27s)",18.77,1/01/2015
wh8s09,"cndl 1.75"" 8-shot green star w/white glitter tail (27s)",19.75,1/01/2015
wh8s01,"cndl 1.75"" 8-shot green tiger tail (27s)",15.82,1/01/2015
wh8st01,"cndl 1.75"" 8-shot red crossette w/brocade mine (27s)",17.96,1/01/2015
wh8s08,"cndl 1.75"" 8-shot red star w/white glitter tail (27s)",17.2,1/01/2015
wh8s05,"cndl 1.75"" 8-shot red strobe tiger tail (27s)",19.16,1/01/2015
wh8s02,"cndl 1.75"" 8-shot red tiger tail (27s)",17.41,1/01/2015
wh8s12,"cndl 1.75"" 8-shot silver strobe tiger tail (27s)",16.29,1/01/2015
wh17-q,"cndl 1.75"" 8-shot silver tail (27s)",17.75,1/01/2015
wh11-q,"cndl 1.75"" 8-shot silver tail to green crossette (27s)",18.56,1/01/2015
wh12-q,"cndl 1.75"" 8-shot silver tail to red crossette (27s)",18.1,1/01/2015
wh8s04,"cndl 1.75"" 8-shot ti crackling tiger tail (27s)",19.21,1/01/2015
wh8s11,"cndl 1.75"" 8-shot whistles w/red mine (27s)",17.88,1/01/2015
wh8s06,"cndl 1.75"" 8-shot white strobe tiger tail (27s)",17.29,1/01/2015
ldz7609,"cndl 3"" 6-shot silver whistle mine & gold chrys (20s)",22.04,1/01/2015
30cb05c,cndl 30mm caballer 8-shot blue comet (28s),42.73,1/01/2015
30cb05m,cndl 30mm caballer 8-shot blue mine (28s),43.8,1/01/2015
30cb04c,cndl 30mm caballer 8-shot green comet (28s),44.71,1/01/2015
30cb04m,cndl 30mm caballer 8-shot green mine (28s),45.04,1/01/2015
30cb02c,cndl 30mm caballer 8-shot orange comet (28s),45.28,1/01/2015
30cb02m,cndl 30mm caballer 8-shot orange mine (28s),42.23,1/01/2015
30cb06c,cndl 30mm caballer 8-shot purple comet (28s),44.23,1/01/2015
30cb06m,cndl 30mm caballer 8-shot purple mine (28s),40.59,1/01/2015
30cb01c,cndl 30mm caballer 8-shot red comet (28s),44.01,1/01/2015
30cb01m,cndl 30mm caballer 8-shot red mine (28s),47.35,1/01/2015
30cb07c,cndl 30mm caballer 8-shot violet comet (28s),47.46,1/01/2015
30cb07m,cndl 30mm caballer 8-shot violet mine (28s),45.64,1/01/2015
30cb03c,cndl 30mm caballer 8-shot yellow comet (28s),44.65,1/01/2015
30cb03m,cndl 30mm caballer 8-shot yellow mine (28s),42.67,1/01/2015
60pf01,cndl 60mm caballer 3sec 6-shot Zafarancho Candle,65.45,1/01/2015
yj15,fntn 0.5 sec silver jet - 26 ft,6.02,1/01/2015
yj16,fntn 0.5 sec silver jet - 45 ft,9.92,1/01/2015
ldc016,"fntn 1"" single low smoke silvr",6.63,1/01/2015
ldc001,"fntn 1.5"" single white chrys",11.53,1/01/2015
ldc007,"fntn 1.5"" smokless gold fountain",11.11,1/01/2015
ldc005,"fntn 1.5"" smokless silver fountain",12.77,1/01/2015
cspfn04,"fntn 10M (33ft), 60sec silver fountain w/blue pistil",46.91,1/01/2015
sngf01,"fntn 13"" cone silver w/red to blue tip, low-smoke, 20ft (fuseless)",12.55,1/01/2015
zx8050b,fntn 18 sec silver fountain - 26 ft,12.43,1/01/2015
yj17,fntn 2 sec special red fountain - 16 ft,6.4,1/01/2015
csm01,"fntn 2"" 15-ft white fire flower w/bright purple microstars fountain-30sec",15.04,1/01/2015
csm02,"fntn 2"" 15-ft white fire flower w/multicolor microstars fountain-30sec",14.86,1/01/2015
ldc008,"fntn 2"" big gold fountain",15.95,1/01/2015
ldc010,"fntn 2"" big silver fountain",18.23,1/01/2015
zx8034,fntn 20 sec fan shape (3-way) silver fountain - 16 ft,12.22,1/01/2015
yjfnt01,"fntn 2-time silver fountain, 4sec,15 ft",5.78,1/01/2015
zx8084c,fntn 3 sec multicolor (r/g/b) fountain - 45 ft,24.03,1/01/2015
zx8083a,fntn 3 sec silver butterfly fountain - 45 ft,25.4,1/01/2015
ldc014,"fntn 3"" big white crackling fountain",16.49,1/01/2015
hw05,"fntn 3"" howard (requires fixturing) revolving gold & silver fntn",24.18,1/01/2015
yjm2,fntn 30 sec silver crackling fountain - low smoke - 10 ft tall,6.92,1/01/2015
zx8023,fntn 5 sec silver fountain - 16 ft,5.93,1/01/2015
cspfn03,"fntn 5M (16ft), 60sec gold, silver, blue 3-level fountain",14.06,1/01/2015
zx8062a,fntn 60 sec lotus flower silver fountain - low smoke -12-ft for chromatrope,8.01,1/01/2015
zx8033,fntn 60 sec special red fountain - 16 ft,12.83,1/01/2015
zx8041,fntn 8 sec multicolor embroidery fountain - 16 ft,10.83,1/01/2015
cspfn05,"fntn 8M (26ft), 18sec silver fountain",12.12,1/01/2015
yj8b,"fntn flame projector 18"", 60 sec blue",6.95,1/01/2015
yj8g,"fntn flame projector 18"", 60 sec green",7.02,1/01/2015
yj8p,"fntn flame projector 18"", 60 sec purple",6.95,1/01/2015
yj8r,"fntn flame projector 18"", 60 sec red",7.3,1/01/2015
yj8w,"fntn flame projector 18"", 60 sec silver / white",7.26,1/01/2015
yj8y,"fntn flame projector 18"", 60 sec yellow",7.11,1/01/2015
ldw600,"waterfall sticks, chain of 10, 80"" long, smkless, silver, 60 sec, 30 ft drop",9.65,1/01/2015
cb01/ldc045,ufo (girandola) 1-step no report 5.5sec,29.42,1/01/2015
zx8081a,"ufo (girandola) whistling w/big silver tail, 1-step no report 5.5sec",29.11,1/01/2015
zx8081b,"ufo (girandola) whistling w/big silver tail, 1-step with report 6.5sec",29.73,1/01/2015
cb03,"ufo (girandola) white, red, or grn, 2-step no report 5.5sec",45.79,1/01/2015
wh-lc-bl,lance blue 10mm o.d. 60 sec,0.34,1/01/2015
wh-lc-gld,lance gold 10mm o.d. 60 sec,0.36,1/01/2015
wh-lc-grn,lance green 10mm o.d. 60 sec,0.35,1/01/2015
wh-lc-pur,lance purple 10mm o.d. 60 sec,0.32,1/01/2015
wh-lc-rd,lance red 10mm o.d. 60 sec,0.33,1/01/2015
wh-lc-sil,lance silver 10mm o.d. 60 sec,0.38,1/01/2015
wh-lc-wht,lance white 10mm o.d. 60 sec,0.36,1/01/2015
wh-lc-yo,lance yellow/orange 10mm o.d. 60 sec,0.32,1/01/2015
lrbl,"lance ROPE blue, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.12,1/01/2015
lrgr,"lance ROPE green, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.12,1/01/2015
lrpl,"lance ROPE purple, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.19,1/01/2015
lrrd,"lance ROPE red, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.04,1/01/2015
lryl,"lance ROPE yellow, per foot, 2.3 lance/ft, 5.2"" c-c spacing",2.12,1/01/2015
yj6,strobe pot green 30 sec w/1-ft ematch,7.09,1/01/2015
yj7,strobe pot lemon 30 sec w/1-ft ematch,7.57,1/01/2015
yj5,strobe pot red 30 sec w/1-ft ematch,7.78,1/01/2015
cspfn02,strobe pot white 30 sec jumbo,13.23,1/01/2015
yj9,strobe pot white 30 sec w/1-ft ematch,7.05,1/01/2015
yjistg,strobe instant flash (0.1sec) green w/ematch,5.47,1/01/2015
yjistp,strobe instant flash (0.1sec) purple w/ematch,5.56,1/01/2015
yjistr,strobe instant flash (0.1sec) red w/ematch,5.29,1/01/2015
yjistw,strobe instant flash (0.1sec) white w/ematch,4.88,1/01/2015
zx8057,wheel 10 sec I-wheel (reversing saxon) - 12 ft diameter,14.02,1/01/2015
yjm3,wheel 20 sec silver saxon wheel - 10 ft spread,11.78,1/01/2015
zx8060b,wheel 45 sec moving silver wheel w/blue ring & red spiral - 25 ft dia,86.53,1/01/2015
ldc036,wheel moving color wheel 60cm,46.67,1/01/2015
ldc039-1,wheel moving new big wheel 50cm,40.66,1/01/2015
rgspcl,"wheel moving ruggeri silver mag wheel, 60cm",43.04,1/01/2015
ld27a,wheel moving sparkling color wheel 70cm,47.56,1/01/2015
yjm5,"wheel stationary 50 sec gold sun w/blue core - 25 ft dia, low smk",76.44,1/01/2015
yjm4,"wheel stationary 50 sec silver sun w/red core - 25 ft dia, low smk",76.53,1/01/2015
em-2m,"ematch 2-meter wire length, orange wire, 50/box",0.53,1/01/2016
em-3m,"ematch 3-meter wire length, blue or black wire 40/box",0.73,1/01/2016
em-5m,"ematch 5-meter wire length,  yellow wire 25/box",0.95,1/01/2016
fc1.0cm,firecrackers 1.0cm diameter - 177 feet; 12000 pcs,93.65,1/01/2016
fc1.8cm,firecrackers 1.8cm diameter - 95 feet; 3700 pcs,93.46,1/01/2016
fc2.0cm,firecrackers 2.0cm diameter - 89 feet; 2800 pcs,94.22,1/01/2016
qm-50m,quickmatch fuse - 50 meter roll,48.91,1/01/2016
rack-175-hdpe,"mortar rack, 1.75"" w/14 black hdpe tubes, 4 ft wide",69.38,1/01/2016
rack-25-hdpe,"mortar rack, 2.5"" w/10 black hdpe tubes, 4 ft wide",72.19,1/01/2016
rack-3-hdpe,"mortar rack, 3"" w/10 black hdpe tubes, 4 ft wide",82.37,1/01/2016
rack-4-hdpe,"mortar rack, 4"" w/8 black hdpe tubes, 4 ft wide",115.22,1/01/2016
rack-5-hdpe,"mortar rack, 5"" w/6 black hdpe tubes, 4 ft wide",142.35,1/01/2016
rack-6-hdpe,"mortar rack, 6"" w/5 black hdpe tubes, 4 ft wide",158.4,1/01/2016
tube-10-hdpe,"mortar tube, 10"", black hdpe, 60"" long",89.87,1/01/2016
tube-25-hdpe,"mortar tube, 2.5"", black hdpe, 16 1/2"" long",4.21,1/01/2016
tube-3-hdpe,"mortar tube, 3"", black hdpe, 19 1/2"" long",5.32,1/01/2016
tube-4-hdpe,"mortar tube, 4"", black hdpe, 23.6"" long",8.28,1/01/2016
tube-5-hdpe,"mortar tube, 5"", black hdpe, 30"" long",14.4,1/01/2016
tube-6-hdpe,"mortar tube, 6"", black hdpe, 35.4"" long",23.18,1/01/2016
tube-6-fg,"mortar tube, 6"", blue fiberglass, 35.4"" long",17.34,1/01/2016
tube-8-hdpe,"mortar tube, 8"", black hdpe, 43.3"" long",56.45,1/01/2016
