Order ID,Customer ID,Order Date ,Store,SalesPerson,,,,,,
2477,C1990Sydn,17/03/2015,Sydney,S2,,,,,,
2478,C4668Bris,17/03/2015,Brisbane,B2,,,,,,
2479,C1141Darw,17/03/2015,Darwin,D1,,,,,,
2480,C3572Bris,18/03/2015,Brisbane,B2,,,,,,
2481,C3248Bris,18/03/2015,Brisbane,B2,,,,,,
2482,C4910Darw,18/03/2015,Darwin,D4,,,,,,
2483,C2972Darw,18/03/2015,Darwin,D3,,,,,,
2484,C1919Darw,18/03/2015,Darwin,D1,,,,,,
2485,C3980Darw,18/03/2015,Darwin,D3,,,,,,
2486,C2496Bris,18/03/2015,Brisbane,B2,,,,,,
2487,C2370Bris,18/03/2015,Brisbane,B1,,,,,,
2488,C4749Bris,18/03/2015,Brisbane,B2,,,,,,
2489,C422Melb,18/03/2015,Melbourne,M2,,,,,,
2490,C466Bris,18/03/2015,Brisbane,B2,,,,,,
2491,C578Darw,18/03/2015,Darwin,D2,,,,,,
2492,C1536Darw,18/03/2015,Darwin,D1,,,,,,
2493,C1850Darw,18/03/2015,Darwin,D2,,,,,,
2494,C3398Sydn,18/03/2015,Sydney,S2,,,,,,
2495,C2378Bris,18/03/2015,Brisbane,B2,,,,,,
2496,C1984Bris,18/03/2015,Brisbane,B1,,,,,,
2497,C3692Bris,18/03/2015,Brisbane,B1,,,,,,
2498,C1934Darw,18/03/2015,Darwin,D1,,,,,,
2499,C2865Sydn,18/03/2015,Sydney,S2,,,,,,
2500,C4879Darw,18/03/2015,Darwin,D3,,,,,,
2501,C897Bris,18/03/2015,Brisbane,B1,,,,,,
2502,C693Bris,18/03/2015,Brisbane,B2,,,,,,
2503,C68Bris,18/03/2015,Brisbane,B2,,,,,,
2504,C4556Darw,18/03/2015,Darwin,D4,,,,,,
2505,C270Darw,18/03/2015,Darwin,D2,,,,,,
2506,C1075Sydn,19/03/2015,Sydney,S1,,,,,,
2507,C1775Darw,19/03/2015,Darwin,D3,,,,,,
2508,C2466Bris,19/03/2015,Brisbane,B3,,,,,,
2509,C1791Darw,19/03/2015,Darwin,D3,,,,,,
2510,C4559Sydn,19/03/2015,Sydney,S2,,,,,,
2511,C4091Melb,19/03/2015,Melbourne,M1,,,,,,
2512,C931Bris,19/03/2015,Brisbane,B3,,,,,,
2513,C4455Darw,19/03/2015,Darwin,D2,,,,,,
2514,C131Darw,19/03/2015,Darwin,D2,,,,,,
2515,C4006Bris,19/03/2015,Brisbane,B3,,,,,,
2516,C624Bris,19/03/2015,Brisbane,B2,,,,,,
2517,C3641Bris,19/03/2015,Brisbane,B1,,,,,,
2518,C1862Sydn,19/03/2015,Sydney,S2,,,,,,
2519,C5002Bris,19/03/2015,Brisbane,B1,,,,,,
2520,C3390Darw,19/03/2015,Darwin,D1,,,,,,
2521,C3037Bris,19/03/2015,Brisbane,B3,,,,,,
2522,C4490Bris,19/03/2015,Brisbane,B2,,,,,,
2523,C4923Bris,19/03/2015,Brisbane,B2,,,,,,
2524,C2049Bris,19/03/2015,Brisbane,B2,,,,,,
2525,C1226Melb,19/03/2015,Melbourne,M2,,,,,,
2526,C1642Darw,19/03/2015,Darwin,D4,,,,,,
2527,C4526Bris,19/03/2015,Brisbane,B1,,,,,,
2528,C3519Bris,19/03/2015,Brisbane,B3,,,,,,
2529,C3809Bris,19/03/2015,Brisbane,B1,,,,,,
2530,C2632Darw,19/03/2015,Darwin,D3,,,,,,
2531,C2550Darw,19/03/2015,Darwin,D2,,,,,,
2532,C39Bris,19/03/2015,Brisbane,B3,,,,,,
2533,C1381Darw,19/03/2015,Darwin,D3,,,,,,
2534,C4336Bris,19/03/2015,Brisbane,B2,,,,,,
2535,C1068Darw,19/03/2015,Darwin,D2,,,,,,
2536,C365Bris,19/03/2015,Brisbane,B1,,,,,,
2537,C2971Sydn,20/03/2015,Sydney,S2,,,,,,
2538,C2295Bris,20/03/2015,Brisbane,B2,,,,,,
2539,C1669Sydn,20/03/2015,Sydney,S1,,,,,,
2540,C5017Bris,20/03/2015,Brisbane,B2,,,,,,
2541,C2111Bris,20/03/2015,Brisbane,B2,,,,,,
2542,C4764Bris,20/03/2015,Brisbane,B1,,,,,,
2543,C4060Melb,20/03/2015,Melbourne,M1,,,,,,
2544,C2635Bris,20/03/2015,Brisbane,B2,,,,,,
2545,C4238Melb,20/03/2015,Melbourne,M2,,,,,,
2546,C6Bris,20/03/2015,Brisbane,B1,,,,,,
2547,C903Bris,20/03/2015,Brisbane,B1,,,,,,
2548,C2822Bris,20/03/2015,Brisbane,B2,,,,,,
2549,C4086Darw,20/03/2015,Darwin,D2,,,,,,
2550,C1943Darw,20/03/2015,Darwin,D3,,,,,,
2551,C395Melb,20/03/2015,Melbourne,M1,,,,,,
2552,C3272Bris,20/03/2015,Brisbane,B1,,,,,,
2553,C4496Bris,20/03/2015,Brisbane,B2,,,,,,
2554,C1016Darw,20/03/2015,Darwin,D4,,,,,,
2555,C3776Bris,20/03/2015,Brisbane,B1,,,,,,
2556,C698Darw,20/03/2015,Darwin,D3,,,,,,
2557,C3672Bris,20/03/2015,Brisbane,B2,,,,,,
2558,C4682Sydn,20/03/2015,Sydney,S1,,,,,,
2559,C2625Bris,20/03/2015,Brisbane,B2,,,,,,
2560,C2484Bris,20/03/2015,Brisbane,B1,,,,,,
2561,C1081Sydn,20/03/2015,Sydney,S2,,,,,,
2562,C4973Bris,20/03/2015,Brisbane,B2,,,,,,
2563,C123Melb,21/03/2015,Melbourne,M2,,,,,,
2564,C1443Sydn,21/03/2015,Sydney,S2,,,,,,
2565,C1425Darw,21/03/2015,Darwin,D3,,,,,,
2566,C565Bris,21/03/2015,Brisbane,B2,,,,,,
2567,C4976Bris,21/03/2015,Brisbane,B1,,,,,,
2568,C4561Darw,21/03/2015,Darwin,D1,,,,,,
2569,C4244Bris,21/03/2015,Brisbane,B3,,,,,,
2570,C868Melb,21/03/2015,Melbourne,M1,,,,,,
2571,C3344Darw,21/03/2015,Darwin,D2,,,,,,
2572,C92Bris,21/03/2015,Brisbane,B1,,,,,,
2573,C2874Bris,21/03/2015,Brisbane,B3,,,,,,
2574,C4206Bris,21/03/2015,Brisbane,B3,,,,,,
2575,C3958Darw,21/03/2015,Darwin,D4,,,,,,
2576,C1300Sydn,21/03/2015,Sydney,S2,,,,,,
2577,C2273Bris,21/03/2015,Brisbane,B2,,,,,,
2578,C3436Bris,21/03/2015,Brisbane,B1,,,,,,
2579,C1968Darw,21/03/2015,Darwin,D1,,,,,,
2580,C865Sydn,21/03/2015,Sydney,S2,,,,,,
2581,C854Darw,21/03/2015,Darwin,D1,,,,,,
2582,C3682Melb,21/03/2015,Melbourne,M1,,,,,,
2583,C1926Darw,21/03/2015,Darwin,D2,,,,,,
2584,C5038Darw,21/03/2015,Darwin,D3,,,,,,
2585,C622Bris,21/03/2015,Brisbane,B3,,,,,,
2586,C4670Sydn,21/03/2015,Sydney,S1,,,,,,
2587,C3500Sydn,21/03/2015,Sydney,S1,,,,,,
2588,C2443Bris,21/03/2015,Brisbane,B1,,,,,,
2589,C519Melb,21/03/2015,Melbourne,M1,,,,,,
2590,C3867Darw,21/03/2015,Darwin,D2,,,,,,
2591,C2375Darw,21/03/2015,Darwin,D3,,,,,,
2592,C1560Darw,22/03/2015,Darwin,D1,,,,,,
2593,C1251Darw,22/03/2015,Darwin,D2,,,,,,
2594,C2375Darw,22/03/2015,Darwin,D3,,,,,,
2595,C3540Darw,22/03/2015,Darwin,D2,,,,,,
2596,C1145Darw,22/03/2015,Darwin,D1,,,,,,
2597,C1241Darw,22/03/2015,Darwin,D2,,,,,,
2598,C2567Darw,22/03/2015,Darwin,D2,,,,,,
2599,C4720Darw,22/03/2015,Darwin,D4,,,,,,
2600,C1061Darw,22/03/2015,Darwin,D1,,,,,,
2601,C3768Darw,22/03/2015,Darwin,D1,,,,,,
2602,C1285Darw,22/03/2015,Darwin,D4,,,,,,
2603,C1872Darw,22/03/2015,Darwin,D1,,,,,,
2604,C1852Darw,22/03/2015,Darwin,D1,,,,,,
2605,C1074Darw,22/03/2015,Darwin,D2,,,,,,
2606,C107Darw,22/03/2015,Darwin,D3,,,,,,
2607,C3397Darw,22/03/2015,Darwin,D4,,,,,,
2608,C3487Darw,22/03/2015,Darwin,D2,,,,,,
2609,C3223Darw,22/03/2015,Darwin,D2,,,,,,
2610,C1635Darw,22/03/2015,Darwin,D2,,,,,,
2611,C1780Darw,22/03/2015,Darwin,D4,,,,,,
2612,C1045Darw,22/03/2015,Darwin,D3,,,,,,
2613,C2420Darw,22/03/2015,Darwin,D2,,,,,,
2614,C3080Darw,22/03/2015,Darwin,D2,,,,,,
2615,C1367Darw,22/03/2015,Darwin,D4,,,,,,
2616,C3874Darw,22/03/2015,Darwin,D4,,,,,,
2617,C1168Darw,22/03/2015,Darwin,D2,,,,,,
2618,C2217Darw,22/03/2015,Darwin,D3,,,,,,
2619,C10Darw,22/03/2015,Darwin,D3,,,,,,
2620,C3991Bris,23/03/2015,Brisbane,B3,,,,,,
2621,C181Darw,23/03/2015,Darwin,D2,,,,,,
2622,C2166Darw,23/03/2015,Darwin,D4,,,,,,
2623,C4833Sydn,23/03/2015,Sydney,S2,,,,,,
2624,C4720Darw,23/03/2015,Darwin,D1,,,,,,
2625,C2107Darw,23/03/2015,Darwin,D3,,,,,,
2626,C1980Bris,23/03/2015,Brisbane,B1,,,,,,
2627,C437Bris,23/03/2015,Brisbane,B1,,,,,,
2628,C2128Bris,23/03/2015,Brisbane,B2,,,,,,
2629,C505Darw,23/03/2015,Darwin,D2,,,,,,
2630,C4643Bris,23/03/2015,Brisbane,B3,,,,,,
2631,C709Sydn,23/03/2015,Sydney,S2,,,,,,
2632,C3050Darw,23/03/2015,Darwin,D1,,,,,,
2633,C2962Bris,23/03/2015,Brisbane,B2,,,,,,
2634,C4550Bris,23/03/2015,Brisbane,B1,,,,,,
2635,C385Bris,23/03/2015,Brisbane,B2,,,,,,
2636,C3708Darw,23/03/2015,Darwin,D2,,,,,,
2637,C3700Bris,23/03/2015,Brisbane,B2,,,,,,
2638,C2996Bris,23/03/2015,Brisbane,B3,,,,,,
2639,C2485Bris,23/03/2015,Brisbane,B3,,,,,,
2640,C1132Sydn,23/03/2015,Sydney,S1,,,,,,
2641,C3003Darw,23/03/2015,Darwin,D2,,,,,,
2642,C2667Bris,23/03/2015,Brisbane,B1,,,,,,
2643,C4931Sydn,23/03/2015,Sydney,S2,,,,,,
2644,C2212Bris,23/03/2015,Brisbane,B3,,,,,,
2645,C4007Bris,23/03/2015,Brisbane,B3,,,,,,
2646,C1997Bris,24/03/2015,Brisbane,B1,,,,,,
2647,C2683Bris,24/03/2015,Brisbane,B2,,,,,,
2648,C780Melb,24/03/2015,Melbourne,M1,,,,,,
2649,C1788Darw,24/03/2015,Darwin,D2,,,,,,
2650,C4720Darw,24/03/2015,Darwin,D2,,,,,,
2651,C1329Darw,24/03/2015,Darwin,D2,,,,,,
2652,C4410Bris,24/03/2015,Brisbane,B1,,,,,,
2653,C354Bris,24/03/2015,Brisbane,B2,,,,,,
2654,C914Bris,24/03/2015,Brisbane,B2,,,,,,
2655,C1705Sydn,24/03/2015,Sydney,S2,,,,,,
2656,C2588Bris,24/03/2015,Brisbane,B2,,,,,,
2657,C3598Bris,24/03/2015,Brisbane,B2,,,,,,
2658,C2340Sydn,24/03/2015,Sydney,S1,,,,,,
2659,C1776Darw,24/03/2015,Darwin,D1,,,,,,
2660,C2934Sydn,24/03/2015,Sydney,S1,,,,,,
2661,C3396Bris,24/03/2015,Brisbane,B1,,,,,,
2662,C1144Sydn,24/03/2015,Sydney,S2,,,,,,
2663,C30Sydn,24/03/2015,Sydney,S1,,,,,,
2664,C38Melb,24/03/2015,Melbourne,M2,,,,,,
2665,C2983Bris,24/03/2015,Brisbane,B1,,,,,,
2666,C3054Bris,24/03/2015,Brisbane,B1,,,,,,
2667,C4209Darw,24/03/2015,Darwin,D2,,,,,,
2668,C3038Bris,24/03/2015,Brisbane,B1,,,,,,
2669,C2334Sydn,24/03/2015,Sydney,S2,,,,,,
2670,C1132Sydn,24/03/2015,Sydney,S2,,,,,,
2671,C1560Darw,24/03/2015,Darwin,D3,,,,,,
2672,C1026Darw,24/03/2015,Darwin,D4,,,,,,
2673,C4780Sydn,24/03/2015,Sydney,S2,,,,,,
2674,C4221Melb,24/03/2015,Melbourne,M1,,,,,,
2675,C2931Bris,24/03/2015,Brisbane,B1,,,,,,
2676,C5025Bris,24/03/2015,Brisbane,B1,,,,,,
2677,C3879Melb,24/03/2015,Melbourne,M2,,,,,,
2678,C2991Darw,24/03/2015,Darwin,D1,,,,,,
2679,C2227Sydn,24/03/2015,Sydney,S1,,,,,,
2680,C4180Bris,25/03/2015,Brisbane,B2,,,,,,
2681,C565Bris,25/03/2015,Brisbane,B2,,,,,,
2682,C2074Darw,25/03/2015,Darwin,D4,,,,,,
2683,C1137Darw,25/03/2015,Darwin,D2,,,,,,
2684,C459Bris,25/03/2015,Brisbane,B3,,,,,,
2685,C1531Darw,25/03/2015,Darwin,D2,,,,,,
2686,C2543Darw,25/03/2015,Darwin,D4,,,,,,
2687,C1393Darw,25/03/2015,Darwin,D1,,,,,,
2688,C1985Bris,25/03/2015,Brisbane,B1,,,,,,
2689,C511Melb,25/03/2015,Melbourne,M1,,,,,,
2690,C4227Bris,25/03/2015,Brisbane,B3,,,,,,
2691,C991Bris,25/03/2015,Brisbane,B3,,,,,,
2692,C1670Darw,25/03/2015,Darwin,D2,,,,,,
2693,C691Bris,25/03/2015,Brisbane,B1,,,,,,
2694,C1641Darw,25/03/2015,Darwin,D4,,,,,,
2695,C4521Bris,25/03/2015,Brisbane,B1,,,,,,
2696,C3156Darw,25/03/2015,Darwin,D3,,,,,,
2697,C1883Darw,25/03/2015,Darwin,D4,,,,,,
2698,C3775Bris,25/03/2015,Brisbane,B3,,,,,,
2699,C2400Bris,25/03/2015,Brisbane,B1,,,,,,
2700,C4601Bris,25/03/2015,Brisbane,B2,,,,,,
2701,C1379Darw,25/03/2015,Darwin,D3,,,,,,
2702,C3000Bris,25/03/2015,Brisbane,B3,,,,,,
2703,C4700Darw,25/03/2015,Darwin,D3,,,,,,
2704,C4384Bris,25/03/2015,Brisbane,B2,,,,,,
2705,C2944Darw,25/03/2015,Darwin,D4,,,,,,
2706,C4099Melb,25/03/2015,Melbourne,M1,,,,,,
2707,C3967Bris,25/03/2015,Brisbane,B3,,,,,,
2708,C4631Bris,25/03/2015,Brisbane,B2,,,,,,
2709,C4165Bris,25/03/2015,Brisbane,B3,,,,,,
2710,C253Bris,25/03/2015,Brisbane,B3,,,,,,
2711,C229Bris,25/03/2015,Brisbane,B2,,,,,,
2712,C2724Bris,25/03/2015,Brisbane,B2,,,,,,
2713,C1773Darw,25/03/2015,Darwin,D1,,,,,,
2714,C4Sydn,25/03/2015,Sydney,S2,,,,,,
2715,C2527Bris,25/03/2015,Brisbane,B2,,,,,,
2716,C438Bris,26/03/2015,Brisbane,B2,,,,,,
2717,C3172Bris,26/03/2015,Brisbane,B1,,,,,,
2718,C1309Darw,26/03/2015,Darwin,D4,,,,,,
2719,C1725Darw,26/03/2015,Darwin,D4,,,,,,
2720,C4860Bris,26/03/2015,Brisbane,B1,,,,,,
2721,C1807Sydn,26/03/2015,Sydney,S1,,,,,,
2722,C4840Bris,26/03/2015,Brisbane,B1,,,,,,
2723,C1095Darw,26/03/2015,Darwin,D2,,,,,,
2724,C4029Melb,26/03/2015,Melbourne,M1,,,,,,
2725,C5066Melb,26/03/2015,Melbourne,M1,,,,,,
2726,C1007Darw,26/03/2015,Darwin,D3,,,,,,
2727,C2791Darw,26/03/2015,Darwin,D3,,,,,,
2728,C3200Bris,26/03/2015,Brisbane,B1,,,,,,
2729,C1864Darw,26/03/2015,Darwin,D4,,,,,,
2730,C1943Darw,26/03/2015,Darwin,D4,,,,,,
2731,C5045Sydn,26/03/2015,Sydney,S1,,,,,,
2732,C2954Bris,26/03/2015,Brisbane,B1,,,,,,
2733,C3184Darw,26/03/2015,Darwin,D4,,,,,,
2734,C1060Darw,26/03/2015,Darwin,D1,,,,,,
2735,C1898Darw,26/03/2015,Darwin,D4,,,,,,
2736,C373Bris,26/03/2015,Brisbane,B2,,,,,,
2737,C1670Darw,26/03/2015,Darwin,D4,,,,,,
2738,C2948Bris,26/03/2015,Brisbane,B2,,,,,,
2739,C5010Darw,26/03/2015,Darwin,D1,,,,,,
2740,C2126Sydn,26/03/2015,Sydney,S1,,,,,,
2741,C4329Melb,26/03/2015,Melbourne,M1,,,,,,
2742,C1357Darw,26/03/2015,Darwin,D3,,,,,,
2743,C381Bris,26/03/2015,Brisbane,B2,,,,,,
2744,C91Bris,26/03/2015,Brisbane,B1,,,,,,
2745,C793Darw,26/03/2015,Darwin,D2,,,,,,
2746,C2859Bris,26/03/2015,Brisbane,B1,,,,,,
2747,C4411Bris,26/03/2015,Brisbane,B2,,,,,,
2748,C2792Bris,26/03/2015,Brisbane,B1,,,,,,
2749,C1773Darw,26/03/2015,Darwin,D3,,,,,,
2750,C541Melb,26/03/2015,Melbourne,M1,,,,,,
2751,C4450Darw,26/03/2015,Darwin,D1,,,,,,
2752,C919Sydn,27/03/2015,Sydney,S1,,,,,,
2753,C3830Bris,27/03/2015,Brisbane,B1,,,,,,
2754,C2801Bris,27/03/2015,Brisbane,B3,,,,,,
2755,C3064Darw,27/03/2015,Darwin,D4,,,,,,
2756,C2431Bris,27/03/2015,Brisbane,B2,,,,,,
2757,C4874Darw,27/03/2015,Darwin,D3,,,,,,
2758,C2142Sydn,27/03/2015,Sydney,S1,,,,,,
2759,C3924Melb,27/03/2015,Melbourne,M1,,,,,,
2760,C386Bris,27/03/2015,Brisbane,B2,,,,,,
2761,C3477Bris,27/03/2015,Brisbane,B3,,,,,,
2762,C273Bris,27/03/2015,Brisbane,B2,,,,,,
2763,C3745Bris,27/03/2015,Brisbane,B1,,,,,,
2764,C3754Bris,27/03/2015,Brisbane,B1,,,,,,
2765,C2644Bris,27/03/2015,Brisbane,B2,,,,,,
2766,C410Bris,27/03/2015,Brisbane,B1,,,,,,
2767,C2315Darw,27/03/2015,Darwin,D3,,,,,,
2768,C746Bris,27/03/2015,Brisbane,B2,,,,,,
2769,C2953Bris,27/03/2015,Brisbane,B1,,,,,,
2770,C4828Darw,27/03/2015,Darwin,D1,,,,,,
2771,C833Bris,27/03/2015,Brisbane,B3,,,,,,
2772,C3780Bris,27/03/2015,Brisbane,B3,,,,,,
2773,C287Darw,27/03/2015,Darwin,D2,,,,,,
2774,C3662Darw,27/03/2015,Darwin,D4,,,,,,
2775,C2020Sydn,27/03/2015,Sydney,S1,,,,,,
2776,C205Bris,27/03/2015,Brisbane,B1,,,,,,
2777,C4464Bris,27/03/2015,Brisbane,B3,,,,,,
2778,C549Darw,27/03/2015,Darwin,D1,,,,,,
2779,C970Sydn,27/03/2015,Sydney,S2,,,,,,
2780,C4827Bris,27/03/2015,Brisbane,B1,,,,,,
2781,C3129Sydn,27/03/2015,Sydney,S2,,,,,,
2782,C745Bris,27/03/2015,Brisbane,B2,,,,,,
2783,C4318Sydn,27/03/2015,Sydney,S1,,,,,,
2784,C3873Bris,27/03/2015,Brisbane,B1,,,,,,
2785,C3350Bris,27/03/2015,Brisbane,B2,,,,,,
2786,C4516Bris,27/03/2015,Brisbane,B2,,,,,,
2787,C1971Sydn,27/03/2015,Sydney,S1,,,,,,
2788,C281Bris,27/03/2015,Brisbane,B3,,,,,,
2789,C1033Sydn,28/03/2015,Sydney,S2,,,,,,
2790,C1877Darw,28/03/2015,Darwin,D1,,,,,,
2791,C3713Darw,28/03/2015,Darwin,D1,,,,,,
2792,C1814Sydn,28/03/2015,Sydney,S2,,,,,,
2793,C1080Darw,28/03/2015,Darwin,D2,,,,,,
2794,C827Melb,28/03/2015,Melbourne,M2,,,,,,
2795,C1352Darw,28/03/2015,Darwin,D4,,,,,,
2796,C2928Bris,28/03/2015,Brisbane,B2,,,,,,
2797,C4753Darw,28/03/2015,Darwin,D3,,,,,,
2798,C1654Sydn,28/03/2015,Sydney,S2,,,,,,
2799,C661Darw,28/03/2015,Darwin,D3,,,,,,
2800,C80Sydn,28/03/2015,Sydney,S1,,,,,,
2801,C59Bris,28/03/2015,Brisbane,B1,,,,,,
2802,C2719Bris,28/03/2015,Brisbane,B2,,,,,,
2803,C510Sydn,28/03/2015,Sydney,S2,,,,,,
2804,C1396Darw,28/03/2015,Darwin,D2,,,,,,
2805,C105Sydn,28/03/2015,Sydney,S1,,,,,,
2806,C4548Bris,28/03/2015,Brisbane,B2,,,,,,
2807,C1562Darw,28/03/2015,Darwin,D1,,,,,,
2808,C3640Darw,28/03/2015,Darwin,D3,,,,,,
2809,C3080Darw,28/03/2015,Darwin,D1,,,,,,
2810,C2232Bris,28/03/2015,Brisbane,B2,,,,,,
2811,C239Sydn,28/03/2015,Sydney,S2,,,,,,
2812,C220Darw,28/03/2015,Darwin,D3,,,,,,
2813,C443Bris,28/03/2015,Brisbane,B2,,,,,,
2814,C2215Bris,28/03/2015,Brisbane,B1,,,,,,
2815,C2169Bris,28/03/2015,Brisbane,B2,,,,,,
2816,C1650Darw,28/03/2015,Darwin,D4,,,,,,
2817,C1511Darw,28/03/2015,Darwin,D4,,,,,,
2818,C2397Bris,28/03/2015,Brisbane,B2,,,,,,
2819,C4467Bris,28/03/2015,Brisbane,B2,,,,,,
2820,C3670Bris,28/03/2015,Brisbane,B2,,,,,,
2821,C1449Darw,28/03/2015,Darwin,D2,,,,,,
2822,C1895Darw,28/03/2015,Darwin,D2,,,,,,
2823,C3343Bris,28/03/2015,Brisbane,B2,,,,,,
2824,C1180Sydn,28/03/2015,Sydney,S1,,,,,,
2825,C4450Darw,29/03/2015,Darwin,D2,,,,,,
2826,C3819Darw,29/03/2015,Darwin,D3,,,,,,
2827,C13Darw,29/03/2015,Darwin,D2,,,,,,
2828,C4162Darw,29/03/2015,Darwin,D4,,,,,,
2829,C1839Darw,29/03/2015,Darwin,D1,,,,,,
2830,C4653Darw,29/03/2015,Darwin,D4,,,,,,
2831,C3732Darw,29/03/2015,Darwin,D4,,,,,,
2832,C1386Darw,29/03/2015,Darwin,D3,,,,,,
2833,C1593Darw,29/03/2015,Darwin,D3,,,,,,
2834,C1338Darw,29/03/2015,Darwin,D2,,,,,,
2835,C1317Darw,29/03/2015,Darwin,D3,,,,,,
2836,C4441Darw,29/03/2015,Darwin,D1,,,,,,
2837,C2520Darw,29/03/2015,Darwin,D3,,,,,,
2838,C1522Darw,29/03/2015,Darwin,D2,,,,,,
2839,C1507Darw,29/03/2015,Darwin,D4,,,,,,
2840,C1521Darw,29/03/2015,Darwin,D1,,,,,,
2841,C3872Darw,29/03/2015,Darwin,D1,,,,,,
2842,C1273Darw,29/03/2015,Darwin,D3,,,,,,
2843,C2060Darw,29/03/2015,Darwin,D3,,,,,,
2844,C2495Darw,29/03/2015,Darwin,D4,,,,,,
2845,C4879Darw,29/03/2015,Darwin,D4,,,,,,
2846,C330Darw,29/03/2015,Darwin,D3,,,,,,
2847,C1278Darw,29/03/2015,Darwin,D1,,,,,,
2848,C2673Darw,29/03/2015,Darwin,D3,,,,,,
2849,C1302Darw,29/03/2015,Darwin,D3,,,,,,
2850,C1356Darw,29/03/2015,Darwin,D3,,,,,,
2851,C759Darw,29/03/2015,Darwin,D2,,,,,,
2852,C788Darw,29/03/2015,Darwin,D3,,,,,,
2853,C122Darw,29/03/2015,Darwin,D1,,,,,,
2854,C1846Darw,29/03/2015,Darwin,D4,,,,,,
2855,C3544Bris,30/03/2015,Brisbane,B1,,,,,,
2856,C436Melb,30/03/2015,Melbourne,M1,,,,,,
2857,C3228Bris,30/03/2015,Brisbane,B2,,,,,,
2858,C75Bris,30/03/2015,Brisbane,B1,,,,,,
2859,C881Bris,30/03/2015,Brisbane,B2,,,,,,
2860,C4052Melb,30/03/2015,Melbourne,M1,,,,,,
2861,C3062Bris,30/03/2015,Brisbane,B1,,,,,,
2862,C3778Bris,30/03/2015,Brisbane,B2,,,,,,
2863,C2566Bris,30/03/2015,Brisbane,B2,,,,,,
2864,C2629Bris,30/03/2015,Brisbane,B2,,,,,,
2865,C3744Darw,30/03/2015,Darwin,D4,,,,,,
2866,C3455Sydn,30/03/2015,Sydney,S1,,,,,,
2867,C4386Bris,30/03/2015,Brisbane,B1,,,,,,
2868,C2580Bris,30/03/2015,Brisbane,B1,,,,,,
2869,C4177Bris,30/03/2015,Brisbane,B2,,,,,,
2870,C1354Darw,30/03/2015,Darwin,D1,,,,,,
2871,C1303Darw,30/03/2015,Darwin,D3,,,,,,
2872,C646Bris,30/03/2015,Brisbane,B2,,,,,,
2873,C3977Melb,30/03/2015,Melbourne,M2,,,,,,
2874,C1985Bris,30/03/2015,Brisbane,B2,,,,,,
2875,C3218Bris,30/03/2015,Brisbane,B2,,,,,,
2876,C4825Sydn,30/03/2015,Sydney,S2,,,,,,
2877,C4903Bris,30/03/2015,Brisbane,B1,,,,,,
2878,C1378Darw,30/03/2015,Darwin,D2,,,,,,
2879,C3037Bris,30/03/2015,Brisbane,B1,,,,,,
2880,C1257Darw,30/03/2015,Darwin,D1,,,,,,
2881,C4545Bris,30/03/2015,Brisbane,B1,,,,,,
2882,C3325Bris,30/03/2015,Brisbane,B2,,,,,,
2883,C2296Bris,30/03/2015,Brisbane,B1,,,,,,
2884,C419Melb,30/03/2015,Melbourne,M1,,,,,,
2885,C4189Melb,30/03/2015,Melbourne,M2,,,,,,
2886,C3420Darw,30/03/2015,Darwin,D2,,,,,,
2887,C3463Sydn,30/03/2015,Sydney,S1,,,,,,
2888,C3400Bris,30/03/2015,Brisbane,B1,,,,,,
2889,C1132Sydn,30/03/2015,Sydney,S1,,,,,,
2890,C3936Bris,30/03/2015,Brisbane,B1,,,,,,
2891,C3692Bris,30/03/2015,Brisbane,B1,,,,,,
2892,C299Sydn,30/03/2015,Sydney,S1,,,,,,
2893,C4174Bris,30/03/2015,Brisbane,B1,,,,,,
2894,C3332Bris,30/03/2015,Brisbane,B1,,,,,,
2895,C2105Darw,30/03/2015,Darwin,D2,,,,,,
2896,C3187Sydn,30/03/2015,Sydney,S2,,,,,,
2897,C1804Darw,30/03/2015,Darwin,D2,,,,,,
2898,C2813Darw,31/03/2015,Darwin,D2,,,,,,
2899,C2435Bris,31/03/2015,Brisbane,B3,,,,,,
2900,C871Sydn,31/03/2015,Sydney,S2,,,,,,
2901,C2168Bris,31/03/2015,Brisbane,B2,,,,,,
2902,C533Darw,31/03/2015,Darwin,D2,,,,,,
2903,C2408Darw,31/03/2015,Darwin,D4,,,,,,
2904,C376Bris,31/03/2015,Brisbane,B3,,,,,,
2905,C2583Bris,31/03/2015,Brisbane,B3,,,,,,
2906,C2654Darw,31/03/2015,Darwin,D3,,,,,,
2907,C536Melb,31/03/2015,Melbourne,M2,,,,,,
2908,C3225Bris,31/03/2015,Brisbane,B3,,,,,,
2909,C643Bris,31/03/2015,Brisbane,B2,,,,,,
2910,C4191Bris,31/03/2015,Brisbane,B3,,,,,,
2911,C3610Sydn,31/03/2015,Sydney,S1,,,,,,
2912,C4907Bris,31/03/2015,Brisbane,B2,,,,,,
2913,C1451Sydn,31/03/2015,Sydney,S1,,,,,,
2914,C2164Bris,31/03/2015,Brisbane,B1,,,,,,
2915,C2455Bris,31/03/2015,Brisbane,B1,,,,,,
2916,C834Darw,31/03/2015,Darwin,D1,,,,,,
2917,C4854Bris,31/03/2015,Brisbane,B3,,,,,,
2918,C1889Darw,31/03/2015,Darwin,D1,,,,,,
2919,C1041Sydn,31/03/2015,Sydney,S2,,,,,,
2920,C745Bris,31/03/2015,Brisbane,B3,,,,,,
