Part Number,DESCRIPTION,PriceEa,ValidFrom
hq6assort,"6"" ASSORT HQ 1 EA OF 9 W/BIG SILVER TAIL W/2 FULESES",24.63,1/01/2016
yf6assT1,"6"" ASSORT T1 YUNG FENG (FANCY) 1 EA 12  W/2 FULESES",34.31,1/01/2016
yf6assT2,"6"" ASSORT T2 YUNG FENG (FANCY) 1 EA 12  W/2 FULESES",37.39,1/01/2016
yf6assT3,"6"" ASSORT T3 YUNG FENG (FANCY) 1 EA 12  W/2 FULESES",36.01,1/01/2016
ld6asrtcfi,"6"" ASSORTMENT LIDU 1 EA 9 TYPES",23.69,1/01/2016
ld8asrt,"8"" ASSORTED PEONIES W/TAIL",49.11,1/01/2016
yy8assrta,"8"" ASSORTMENT A (FANCY), 1 EA OF 6, SOME W/TAIL, W/2 FULESES",51.61,1/01/2016
yy8assrtb,"8"" ASSORTMENT B (FANCY), 1 EA OF 6, SOME W/TAIL, W/2 FULESES",49.63,1/01/2016
yf8assort,"8"" ASSORTMENT YUNGFENG A THRU R (FANCY), 1 EA OF 4 W/2 FULESES",62.73,1/01/2016
yf8asrtc1,"8"" ASSORTMENT YUNGFENG C1 (FANCY), 1 EA OF 4 W/2 FULESES",59.6,1/01/2016
yf8asrtc2,"8"" ASSORTMENT YUNGFENG C2 (FANCY), 1 EA OF 4 W/2 FULESES",60.78,1/01/2016
yf8asrtc3,"8"" ASSORTMENT YUNGFENG C3 (FANCY), 1 EA OF 4 W/2 FULESES",60.78,1/01/2016
yf8asrtc4,"8"" ASSORTMENT YUNGFENG C4 (FANCY), 1 EA OF 4 W/2 FULESES",59.94,1/01/2016
yf8asrtc5,"8"" ASSORTMENT YUNGFENG C5 (FANCY), 1 EA OF 4 W/2 FULESES",57.71,1/01/2016
yf8asrtc6,"8"" ASSORTMENT YUNGFENG C6 (FANCY), 1 EA OF 4 W/2 FULESES",60.58,1/01/2016
yf8assT1,"8"" ASSORTMENT YUNGFENG T1 (FANCY), 1 EA OF 4 W/2 FULESES",57.14,1/01/2016
yf8assT2,"8"" ASSORTMENT YUNGFENG T2 (FANCY), 1 EA OF 4 W/2 FULESES",63.59,1/01/2016
yf8assT3,"8"" ASSORTMENT YUNGFENG T3 (FANCY), 1 EA OF 4 W/2 FULESES",60.08,1/01/2016
yf8assT4,"8"" ASSORTMENT YUNGFENG T4 (FANCY), 1 EA OF 4 W/2 FULESES",58.83,1/01/2016
yf8assT5,"8"" ASSORTMENT YUNGFENG T5 (FANCY), 1 EA OF 4 W/2 FULESES",58.32,1/01/2016
yf8assT6,"8"" ASSORTMENT YUNGFENG T6 (FANCY), 1 EA OF 4 W/2 FULESES",56.02,1/01/2016
sn10assrt,"10"" ASSORTED SUNNY 10"" SHELLS",102.55,1/01/2016
hq25q02-120,"2.5"" SALUTE, DARK (NO TI), EXTRA LOUD, W/2 FULESES",2.67,1/01/2016
hq25q02-96,"2.5"" SALUTE, DARK (NO TI), EXTRA LOUD, W/2 FULESES",2.47,1/01/2016
hq25gb,"2.5"" SALUTE, DARK -GROUND BOMB, NO DELAY, NO LIFT, SHORT FULESE",3.99,1/01/2016
hq25q01-120,"2.5"" SALUTE, TI, EXTRA LOUD, W/2 FULESES",2.4,1/01/2016
hq25q01-96,"2.5"" SALUTE, TI, EXTRA LOUD, W/2 FULESES",2.54,1/01/2016
js3t01/hq3p03,"3"" SALUTE DARK, EXTRA LOUD (NO TI, NO TAIL)",3.47,1/01/2016
js3t02/hq3p02,"3"" SALUTE TI, EXTRA LOUD",3.37,1/01/2016
js3Ngb,"3"" SALUTE, DARK - GROUND BOMB, NO DELAY, NO LIFT, SHORT FULESE",4.02,1/01/2016
jx3gb,"3"" SALUTE, DARK-GROUND BOMB W/3SEC DELAY, NO LIFT, SHORT FULESE",4.15,1/01/2016
hx3t18,"3"" SALUTE, TI W/SILVER TAIL",3.6,1/01/2016
wh3t01,"3"" SALUTE, TI, SHELL OF SHELLS CYLINDER",7.85,1/01/2016
js4ngb,"4"" SALUTE, GROUND BOMB, DARK (NO TI), NO DELAY, NO LIFT",9.56,1/01/2016
hx4t19,"4"" SALUTE, TI W/SILVER TAIL (BALL)",6.75,1/01/2016
hq4q06,"4"" SALUTE, TI, EXTRA LOUD (BALL)",6.95,1/01/2016
hq4q07,"4"" SALUTE, TI, EXTRA LOUD (CYLINDER)",10.67,1/01/2016
hq25chn1,"2.5"" CHAIN 10 ALL DARK SALUTES (NO TITANIUM)",2.52,1/01/2016
hq25chn2,"2.5"" CHAIN 10 TI SALUTES W/BIG SILVER TAILS (""TITANIUM CHRYS"")",2.42,1/01/2016
hq3chn11,"3"" CHAIN 10 SALUTE DARK (NO TI, NO TAIL) (""CRACKLING"")",3.66,1/01/2016
js3chn10,"3"" CHAIN 10 TI SALUTES W/BIG SILVER TAIL (""SILVER FLOWERS"")",3.52,1/01/2016
ld300,"3"" CHAIN OF 8 TI SALUTES W/BIG SILVER TAILS",3.69,1/01/2016
hq4chn2,"4"" CHAIN 8 DARK SALUTES (NO TI, NO TAIL)",6.01,1/01/2016
hq25chn4,"2.5"" CHAIN 10 RAINBOW PEONIES + SALUTES W/BIG SILVER TAIL",2.3,1/01/2016
hq3chn4,"3"" CHAIN 10 RAINBOW PEONIES & TI SALUTES(SIL FLWRS) W/BIG SILVER TAILS",3.52,1/01/2016
js3chn13,"3"" CHAIN 10 RED, WHITE, BLUE PEONIES & SALUTES W/BIG SILVER TAIL",3.58,1/01/2016
hq25chn3,"2.5"" CHAIN 10 RAINBOW PEONIES W/BIG SILVER TAILS",2.59,1/01/2016
js3chn3,"3"" CHAIN 10 BRCD CRWN W/MAGENTA PIST & MAG PE (5&5) W/BIG BRCD TL",4.38,1/01/2016
js3chn8,"3"" CHAIN 10 BROCADE CROWN W/RED STROBE PISTIL W/BIG BROCADE TAIL",4.67,1/01/2016
js3chn6,"3"" CHAIN 10 BROCADE CROWN WATERFALLSL W/BIG BROCADE TAIL",4.32,1/01/2016
yf3d06,"3"" CHAIN 10 CRACKLING NISHIKI KAMURO NIAGRA FALLS",5.76,1/01/2016
js3chn2,"3"" CHAIN 10 MULTICOLOR TO CRACKLING W/BIG BROCADE TAIL",3.44,1/01/2016
yf3k08,"3"" CHAIN 10 NISHIKI KAMURO NIAGRA FALLS",5.77,1/01/2016
js3chn15,"3"" CHAIN 10 RAINBOW PEONIES W/BIG SILVER TAILS",3.69,1/01/2016
js3chn9,"3"" CHAIN 10 SILVER CROWN W/GREEN STROBE PISTIL W/BIG SILVER TAILS",4.05,1/01/2016
ld3f-z1,"3"" CHAIN OF 12 ASRTD COLOR SHELLS W/TAILS",3.73,1/01/2016
hq4chn5,"4"" CHAIN 8 BROCACE CROWN W/GREEN STROBING PISTIL W/BIG SIL TL",7.81,1/01/2016
yf4b04,"4"" CHAIN 8 CRACKLING NISHIKI KAMURO NIAGRA FALLS",12.39,1/01/2016
hq4chn4,"4"" CHAIN 8 CRACKLING WILLOW W/RED STROBING PISTIL",6.01,1/01/2016
yf4b03,"4"" CHAIN 8 NISHIKI KAMURO NIAGRA FALLS",11.71,1/01/2016
hq4chn1,"4"" CHAIN 8 RAINBOW PEONIES W/BIG SILVER TAILS",6.61,1/01/2016
hq4chn3,"4"" CHAIN 8 SILVER CROWN W/GREEN STROBE PISTIL W/BIG SILVER TAIL",8.01,1/01/2016
ld49041c,"4"" CHAIN OF 4, ASSORTED COLOR PEONIES",6.03,1/01/2016
ld49041b,"4"" CHAIN OF 6, RWB PEONIES W/LARGE COMET TAILS",5.68,1/01/2016
hx25t05,"2.5"" BLUE PEONY W/CRACKLING CHRYS PISTIL",2.57,1/01/2016
hx25t02,"2.5"" CHRYS TO BLUE",2.62,1/01/2016
ld25k01,"2.5"" COMET CRACKLING",4.46,1/01/2016
ld25k03,"2.5"" COMET GOLD GLITTERING (GOLD BROCADE)",4.17,1/01/2016
yf25b05,"2.5"" COMET GREEN STROBING",5.58,1/01/2016
yf25e13,"2.5"" COMET NISHIKI KAMURO",5.79,1/01/2016
yf25k02,"2.5"" COMET PURPLE STROBING",5.75,1/01/2016
yf25b03,"2.5"" COMET RED STROBING",5.84,1/01/2016
ld25k02,"2.5"" COMET SILVER",4.12,1/01/2016
ld25k04,"2.5"" COMET WHITE GLITTER",4.08,1/01/2016
yf25e11,"2.5"" COMET WHITE STROBING",5.31,1/01/2016
yf25e12,"2.5"" COMET YELLOW STROBING",5.67,1/01/2016
yf25n01,"2.5"" CRACKLING NISHIKI KAMURO NIAGRA FALLS",3.97,1/01/2016
yf25t10,"2.5"" GOLDWAVE TO PURPLE CHRYS",3.68,1/01/2016
hx25t06,"2.5"" GREEN PEONY W/CRACKLING CHRYS PISTIL",2.42,1/01/2016
hq25p04,"2.5"" MINE BLUE STARS",5.73,1/01/2016
hq25p05,"2.5"" MINE BROCADE CROWN STARS",5.42,1/01/2016
csp2501,"2.5"" MINE DEEP (BLOOD) RED",4.41,1/01/2016
hq25p07,"2.5"" MINE GLITTER CRACKLING",5.73,1/01/2016
yf25e09,"2.5"" MINE GLITTERING SILVER TO BLUE",5.84,1/01/2016
yf25e08,"2.5"" MINE GLITTERING SILVER TO GREEN",5.79,1/01/2016
yf25e10,"2.5"" MINE GLITTERING SILVER TO PURPLE",5.73,1/01/2016
yf25e02,"2.5"" MINE GREEN STROBING",5.64,1/01/2016
hq25p09,"2.5"" MINE MACHINE GUN SALUTES",5.47,1/01/2016
hq25p06,"2.5"" MINE MULTICOLOR (MAGENTA,LEMON,AQUA,ORANGE)",5.63,1/01/2016
hq25p01,"2.5"" MINE MULTICOLOR STARS",5.52,1/01/2016
yf25e05,"2.5"" MINE NISHIKI KAMURO NIAGRA FALLS",5.91,1/01/2016
hq25p02,"2.5"" MINE RED STARS",5.53,1/01/2016
yf25e01,"2.5"" MINE RED STROBING",5.61,1/01/2016
hq25p08,"2.5"" MINE SILVER STROBE",5.8,1/01/2016
hq25p03,"2.5"" MINE WHITE STARS",5.84,1/01/2016
yf25e03,"2.5"" MINE WHITE STROBING",5.42,1/01/2016
yf25k01,"2.5"" NISHIKI KAMURO NIAGRA FALLS",3.55,1/01/2016
hx25t04,"2.5"" PURPLE PEONY W/CRACKLING CHRYS PISTIL",2.47,1/01/2016
yf25t09,"2.5"" RED GAMBOGE TO CRACKLING CHRYS",3.61,1/01/2016
hx25t03,"2.5"" RED PEONY W/CRACKLING CHRYS PISTIL",2.48,1/01/2016
yf25t01,"2.5"" REDDISH GAMBOGE TO BLUE CHRYS",3.44,1/01/2016
csp2502,"2.5"" SILVER CROWN",3.68,1/01/2016
hx25t10,"2.5"" SKY BLUE PEONY W/WHITE STROBE PISTIL",2.47,1/01/2016
hx25t12,"2.5"" TIME RAIN WILLOW",2.44,1/01/2016
hx3t31,"3"" BLUE CHRYS",3.28,1/01/2016
hx3t33,"3"" BLUE CYCAS",3.57,1/01/2016
hx3t06,"3"" BLUE PEONY",3.08,1/01/2016
hx3t34,"3"" BROCADE CROWN TO SILVER STROBE",3.58,1/01/2016
hx3t29,"3"" CHRYS TO WHITE STROBE",3.14,1/01/2016
ld3k01,"3"" COMET CRACKLING",5.2,1/01/2016
jx3c22,"3"" COMET GOLD GLITTERING",3.5,1/01/2016
yf3p14,"3"" COMET GOLDEN STROBING TIGER TAIL 232-235",5.34,1/01/2016
yf3e01,"3"" COMET GREEN STROBING 251-254 5-7",5.49,1/01/2016
yf3d04,"3"" COMET MULTICOLOR STROBING 8-11",5.43,1/01/2016
yf3d03,"3"" COMET NISHIKI KAMURO",5.81,1/01/2016
yf3b03,"3"" COMET RED STROBING 224-227 1-4",5.49,1/01/2016
ld3c01a,"3"" COMET WHITE GLITTERING",5.76,1/01/2016
yf3c01,"3"" COMET WHITE STROBING 211",5.99,1/01/2016
sn3230,"3"" COMET, RED PALM TIGER TAIL",3.73,1/01/2016
hx3t15,"3"" CRACKLING BROCADE CROWN",3.61,1/01/2016
yf3m05,"3"" CRACKLING COCONUT 258",5.36,1/01/2016
yf3c32,"3"" CRACKLING NISHIKI KAMURO NIAGRA FALLS 12-21",5.62,1/01/2016
yf3k06,"3"" CRACKLING NISHIKI KAMURO W/CRACKLING PISTIL",3.63,1/01/2016
sn39327,"3"" DAHLIA CYLINDER",3.72,1/01/2016
ld3001,"3"" DRAGON EGGS W/TAIL",3.07,1/01/2016
hq3p07,"3"" FIREFLOWER (TOURBILLIONS) CYLINDER W/MULTICOLOR PISTIL",6.31,1/01/2016
hq3p08,"3"" FIREFLOWER (TOURBILLIONS) CYLINDER W/SPECIAL GREEN STROBE PISTIL",6.58,1/01/2016
hq3p20,"3"" FRESH COLOR DAHLIA (MAGENTA,LEMON,AQUA,ORANGE STARS)",3.64,1/01/2016
ld3049,"3"" GOLD FLASHING WILLOW W/BROCADE TAIL",3.06,1/01/2016
sn3422,"3"" GOLD WAVE TO SILVER CHRYS",3.03,1/01/2016
yf3n01,"3"" GOLD WILLOW",4.86,1/01/2016
hx3t05,"3"" GOLDEN GLITTERING WILLOW",3.47,1/01/2016
hx3t01,"3"" GOLDEN SPANGLE CHRYS TO BLUE",3.23,1/01/2016
hx3t19,"3"" GOLDEN WILLOW TO BLUE",3.31,1/01/2016
hx3t12,"3"" GOLDWAVE TO RED RING",3.5,1/01/2016
hx3t08,"3"" GREEN GLITTERING WATERFALL",3.47,1/01/2016
hx3t10,"3"" GREEN PEONY",3.25,1/01/2016
hx3t03,"3"" MAGENTA DAHLIA",3.54,1/01/2016
hx3t02,"3"" MAGENTA PEONY",3.3,1/01/2016
eb006,"3"" MINE (70MM), 6-SHOT BATTERIE, GREEN STARS (18SEC)",39.84,1/01/2016
hq3p06,"3"" MINE CYLINDER - BLUE STARS",5.49,1/01/2016
hq3p04,"3"" MINE CYLINDER - RED STARS",5.87,1/01/2016
hq3p05,"3"" MINE CYLINDER - WHITE STARS",5.69,1/01/2016
hq3p12,"3"" MINE CYLINDER - WHITE STROBING STARS",5.44,1/01/2016
hq301,"3"" MINE CYLINDER COLOR CHRYS W/THOUSAND REPORTS",5.27,1/01/2016
hq3m03,"3"" MINE CYLINDER COLOR FLOWER BALL (CRKLNG) UP TO COLOR FLOWER BALL (CRKLNG)",5.82,1/01/2016
hq3m04,"3"" MINE CYLINDER COLOR SILVER DRAGONS",5.44,1/01/2016
hq307,"3"" MINE CYLINDER COLOR TO BIG CRACKLING RAIN",6.2,1/01/2016
hq3m02,"3"" MINE CYLINDER GOLD RAIN CROSSETTE",5.43,1/01/2016
hq3m01,"3"" MINE CYLINDER GREEN & GOLD GLITTERING",5.53,1/01/2016
hq3m13,"3"" MINE CYLINDER GREEN STROBE TO YELLOW CROSSETTES",5.49,1/01/2016
hq302,"3"" MINE CYLINDER MACHINE GUN",5.64,1/01/2016
hq306,"3"" MINE CYLINDER MULTICOLOR CROSSETTES",5.9,1/01/2016
hq305,"3"" MINE CYLINDER SPECIAL MULTICOLOR STROBE",5.76,1/01/2016
hq303,"3"" MINE CYLINDER WHISTLES W/RED TIPS",6.09,1/01/2016
hq304,"3"" MINE CYLINDER WHITE STROBE TO RED CROSSETTE",6.08,1/01/2016
ld3081,"3"" MINE GOLD CRACKLING",5.5,1/01/2016
ld30grn,"3"" MINE GREEN STROBE",5.45,1/01/2016
hw01,"3"" MINE HOWARD GROUND MINE",23.56,1/01/2016
hw02,"3"" MINE HOWARD PRISMATIC JEWEL MINE",23.99,1/01/2016
yf3e02,"3"" MINE MULTICOLOR STROBING",5.27,1/01/2016
ld3017,"3"" MINE THUNDERING TOURBILLION CYLINDER",5.14,1/01/2016
sn3421,"3"" MINE TWINKLING KAMURO",5.45,1/01/2016
hq312,"3"" MINE WHISTLES CYLINDER TO BIG REPORT",7.56,1/01/2016
wh3t02,"3"" MINE, WHISTLES",7.97,1/01/2016
yf3p01,"3"" MULTICOLOR (VARIEGATED) DAHLIA 212-213",5.04,1/01/2016
hq3p13,"3"" MULTICOLOR DAHLIA W/WHITE STROBE PISTIL",3.28,1/01/2016
hq3p01,"3"" MULTICOLOR FALLING LEAVES W/BLUE STARS PISTIL",3.65,1/01/2016
hq3p22,"3"" MULTICOLOR FISH",3.68,1/01/2016
hx3t11,"3"" MULTICOLOR PEONY",3.22,1/01/2016
hq3p10,"3"" MULTICOLOR PEONY W/SILVER STROBE PISTIL",3.21,1/01/2016
hx3t23,"3"" NIGHTSNOW",3.45,1/01/2016
hx3t04,"3"" NIGHTSNOW TO LEMON",3.54,1/01/2016
hx3t38,"3"" NIGHTSNOW W/GREEN STROBE PISTIL",3.21,1/01/2016
yf3a05,"3"" NISHIKI KAMURO NIAGRA FALLS 237-240",5.73,1/01/2016
yf3k07,"3"" NISHIKI KAMURO TO CRACKLING FLOWERS",3.71,1/01/2016
hx3t26,"3"" ORANGE STROBE MINE",3.31,1/01/2016
wh3n01,"3"" PEACH (MAGENTA) W/6 WHISTLES CYLINDER",8.01,1/01/2016
wh3t03,"3"" PINK & GREEN WAVE CHRYS",4.11,1/01/2016
hq3p09,"3"" PINK, SEABLUE & LEMON DAHLIA W/SILVER STROBE PISTIL",3.3,1/01/2016
hx3t20,"3"" PURPLE DAHLIA W/WHITE STROBE PISTIL",3.23,1/01/2016
hx3t22,"3"" PURPLE PEONY W/GREEN PISTIL",3.15,1/01/2016
hx3t37,"3"" PURPLE WAVE CROSSETTE",3.3,1/01/2016
hx3t13,"3"" RED FLOWER WAVE RING W/YELLOW PISTIL",3.54,1/01/2016
hx3t09,"3"" RED GLITTERING WATERFALL",3.22,1/01/2016
hx3t35,"3"" RED GLITTERING WILLOW",3.15,1/01/2016
hx3t25,"3"" RED PEONY",3.28,1/01/2016
hq3q03,"3"" RED SPECIAL STROBING PEONY",4.55,1/01/2016
wh3t04,"3"" RED STROBING WILLOW",4.2,1/01/2016
hx3t28,"3"" RED TO WHITE STROBE PEONY",3.37,1/01/2016
hx3t36,"3"" SEABLUE (AQUA) PEONY",3.24,1/01/2016
ld3007a,"3"" SILVER CHRYS",2.95,1/01/2016
hx3t17,"3"" SILVER CRACKLING COCONUT",3.54,1/01/2016
ld3037,"3"" SILVER DIADEM",3.25,1/01/2016
hq3p21,"3"" SILVER FISH",3.51,1/01/2016
ld3054a,"3"" SILVER SPIDER",3.5,1/01/2016
hx3t14,"3"" SILVER WAVE",3.21,1/01/2016
hx3t16,"3"" SMILE FACE",3.18,1/01/2016
hq3t01,"3"" TIME RAIN CRACKLING WILLOW WATERFALL",3.78,1/01/2016
hx3t07,"3"" TIME RAIN WILLOW",3.08,1/01/2016
hx3t24,"3"" VIOLET PEONY",3.11,1/01/2016
hq3q04,"3"" WHITE BRIGHT PEONY",3.1,1/01/2016
ld3145,"3"" WHITE DIADEM W/TAIL",3.67,1/01/2016
ld3044,"3"" WHITE FLASHING DAHLIA",3.47,1/01/2016
ld3005,"3"" WHITE RING",3.22,1/01/2016
hq3q02,"3"" WHITE SPECIAL STROBING PEONY",3.38,1/01/2016
hx3t27,"3"" WHITE WAVE",3.15,1/01/2016
ld3102,"3"" YELLOW GOLDEN BIG WILLOW",3.36,1/01/2016
yf4p21,"4"" AQUA GHOST 379",9.81,1/01/2016
wh4n01,"4"" BLOOD RED W/SILVER STROBE",7.35,1/01/2016
hq409,"4"" BLUE AND GOLD BIG CRACKLING RAIN TREE",10.9,1/01/2016
yf4p08,"4"" BLUE CRACKLING W/DOUBLE CRACKLING PISITIL 354-356",10,1/01/2016
hx4t13,"4"" BLUE CYCAS",5.88,1/01/2016
hx4t30,"4"" BLUE METEOR",6.4,1/01/2016
hx4t53,"4"" BLUE PEONY",5.86,1/01/2016
yx4n02,"4"" BLUE PEONY W/GOLD PALM CORE",7.07,1/01/2016
hx4t57,"4"" BLUE SUNFLOWER TO RED W/CRACKLING TRUNK TAIL",8.4,1/01/2016
hx4n01,"4"" BLUE TO CHRYS W/CHRYS FLOWER PISTIL",6.19,1/01/2016
wh4t03,"4"" BROCADE CROWN",8.64,1/01/2016
sm403,"4"" BROCADE CROWN",6.34,1/01/2016
wh4t04,"4"" BROCADE CROWN W/TAIL",9.57,1/01/2016
hx4t34,"4"" BROCADE CROWN WATERFALL TO BLUE",6.62,1/01/2016
hx4t33,"4"" BROCADE CROWN WATERFALL TO RED",6.32,1/01/2016
hx4t21,"4"" BROCADE TO BLUE HORSETAIL",6.15,1/01/2016
hx4t43,"4"" BROCADE WATERFALL TO COLOR CHANGE",6.54,1/01/2016
hx4t42,"4"" CHARCOAL CROSSETTE",6.19,1/01/2016
hx4t05,"4"" CHRYS TO RED",6.28,1/01/2016
hx4t39,"4"" CHRYS TO WHITE STROBE",5.97,1/01/2016
csp401,"4"" COLOR MOVING STARS (RED & GREEN)",5.92,1/01/2016
yf4p19,"4"" COMET - CRACKLING 373-376",9.26,1/01/2016
ls4430,"4"" COMET BROCADE (GOLD GLITTERING)",6.82,1/01/2016
ls4501,"4"" COMET CRACKLING",7.46,1/01/2016
ls4600,"4"" COMET WHITE STROBE",6.26,1/01/2016
sm402,"4"" CRACKLING BROCADE CROWN",6.92,1/01/2016
yf4a26,"4"" CRACKLING NISHIKI KAMURO NIAGRA FALLS 32-36",11.47,1/01/2016
hx4t16,"4"" DANDELION TO BLUE",6.18,1/01/2016
hx4t59,"4"" DANDELION TO BLUE W/ TRUNK TAIL",8.15,1/01/2016
csp403,"4"" DEEP (BLOOD) RED PEONY",5.98,1/01/2016
hq4m13,"4"" DOUBLE RINGS - GREEN & SILVER GLITTER W/GREEN PISTIL",5.9,1/01/2016
hq4m12,"4"" DOUBLE RINGS - RED & SILVER GLITTER W/RED PISTIL",5.79,1/01/2016
hq4q08,"4"" FIREFLOWER (TOURBILLIONS) W/MULTICOLOR PISTIL",9.3,1/01/2016
js4n01,"4"" FLOWER CROWN CHRYS TO RED",7.1,1/01/2016
hq4n01,"4"" GLITTERING CRACKLING COCONUT W/GREEN STROBE PISTIL",7.07,1/01/2016
hx4t07,"4"" GLITTERING CROSSETTE",5.9,1/01/2016
yf4t25,"4"" GLITTERING SILVER TO GREEN CHRYS",10.12,1/01/2016
yf4t27,"4"" GLITTERING SILVER TO PURPLE CHRYS",10.09,1/01/2016
yf4p26,"4"" GLITTERING SILVER TO YELLOW TO GOLDEN CHRYS 385",9.56,1/01/2016
hq4p16,"4"" GOLD COCONUT W/GREEN STROBE PISTIL",5.95,1/01/2016
hq4m02,"4"" GOLD FLASHING RING TO SOUND (SALUTE) RING CYLINDER",9.23,1/01/2016
hx4t31,"4"" GOLD SPANGLE CROWN W/RED METEORS",6.06,1/01/2016
yf4p06,"4"" GOLD STROBING SILK TO AQUA 352",9.72,1/01/2016
yf4n01,"4"" GOLD WILLOW",9.73,1/01/2016
hx4t18,"4"" GOLD WILLOW TO BLUE HORSE TAIL",6.4,1/01/2016
ld42222,"4"" GOLDEN PEONY W/CRACKLING PISTIL W/GOLD TAIL",6.78,1/01/2016
hx4t15,"4"" GOLDEN SPANGLE CROWN W/RED PISTIL",6.51,1/01/2016
hx4t55,"4"" GOLDEN STROBE CYCAS TO RED W/GOLDEN TRUNK TAIL",8.4,1/01/2016
hx4t22,"4"" GOLDEN STROBE TO RED W/GREEN PISTIL",6.24,1/01/2016
hx4t11,"4"" GOLDEN TO BLUE CROSSETTE",6.13,1/01/2016
hx4t03,"4"" GOLDEN TO SILVER CROSSETTE",5.85,1/01/2016
js4n04,"4"" GOLDWAVE RING W/RED PISTIL",6.19,1/01/2016
yf4t31,"4"" GOLDWAVE TO RED SWIMMING",9.72,1/01/2016
hq4m16,"4"" GREEN BOWTIE IN RED RING",6.1,1/01/2016
hx4t26,"4"" GREEN CHRYS W/COCONUT PISTIL W/TAIL",6.34,1/01/2016
yf4m07,"4"" GREEN CHRYS W/CRACKLING",10.67,1/01/2016
hx4t20,"4"" GREEN COCONUT CROSSETTE W/CHRYS PISTIL",5.79,1/01/2016
hx4t47,"4"" GREEN GLITTERING WILLOW",6.38,1/01/2016
hx4t38,"4"" GREEN STROBE WILLOW",5.92,1/01/2016
hx4t10,"4"" GREEN WAVE CROSSETTE",5.68,1/01/2016
hx4t32,"4"" LEMON CHRYS",5.91,1/01/2016
hx4t14,"4"" LEMON PEONY W/PURPLE PISTIL",6.03,1/01/2016
yx4n01,"4"" LEMON PEONY W/RED CORE",6.87,1/01/2016
jx4fwgcm,"4"" MINE FOWER WAVE + GREEN CROSSETTE",5.86,1/01/2016
yf4t30,"4"" MINE GOLDWAVE TO BLUE SWIMMING",9.59,1/01/2016
yf4e01,"4"" MINE GOLDWAVE TO GREEN",7.76,1/01/2016
yf4c04,"4"" MINE GREEN",8.13,1/01/2016
pw404,"4"" MINE GREEN GLITTER",7.82,1/01/2016
yf4c03,"4"" MINE LEMON",8.74,1/01/2016
yf4e05,"4"" MINE MULTICOLOR STROBING",7.96,1/01/2016
yf4c06,"4"" MINE PURPLE",7.8,1/01/2016
yf4e04,"4"" MINE RED STROBING",8.04,1/01/2016
yf4e03,"4"" MINE WHITE STROBING",8.29,1/01/2016
hx4t29,"4"" MULTICOLOR CHRYS",5.68,1/01/2016
yf4t33,"4"" MULTICOLOR CRACKLING KAMURO CHRYS",9.17,1/01/2016
sm401,"4"" MULTICOLOR CYCAS TREE W/BIG TAILS",7.88,1/01/2016
hx4t58,"4"" MULTICOLOR CYCAS W/GOLDEN TRUNK TAIL",7.76,1/01/2016
yf4c36,"4"" MULTICOLOR DAHLIA",9.83,1/01/2016
hq4p08,"4"" MULTICOLOR FALLING LEAVES W/BLUE STARS",6.42,1/01/2016
hq4p11,"4"" MULTICOLOR FISH",6.07,1/01/2016
hq4p15,"4"" MULTICOLOR MOVING STARS",6.03,1/01/2016
hx4t54,"4"" MULTICOLOR PALM TREE W/BROCADE TRUNK TAIL",7.84,1/01/2016
yf4k11,"4"" MULTICOLOR PEONY 360",9.92,1/01/2016
hq4p03,"4"" MULTICOLOR PEONY W/SILVER STROBE PISTIL",6.2,1/01/2016
yf4e23,"4"" MULTICOLOR STROBING WILLOW",9.69,1/01/2016
hx4t27,"4"" NIGHTSNOW",5.8,1/01/2016
yf4a05,"4"" NISHIKI KAMURO NIAGRA FALLS 22-31",10.53,1/01/2016
hx4t28,"4"" PINK PEONY",6.19,1/01/2016
hq4p04,"4"" PINK PEONY W/GREEN PISTIL",5.98,1/01/2016
hq4m08,"4"" PINK, SEABLUE & LEMON DAHLIA W/SILVER STROBE PISTIL",6.9,1/01/2016
hx4t35,"4"" PURPLE DAHLIA W/WHITE STROBE PISTIL",6.04,1/01/2016
hx4t37,"4"" PURPLE PEONY",5.98,1/01/2016
hq4m09,"4"" PURPLE PEONY",6.2,1/01/2016
wh4t01,"4"" PURPLE PEONY W/6 CRACKERS & SALUTES",12.48,1/01/2016
hx4t25,"4"" PURPLE PEONY W/CHRYS PISTIL",6.27,1/01/2016
js4n02,"4"" PURPLE STROBE PEONY W/WHITE STROBE PISTIL",6.04,1/01/2016
hq4q03,"4"" RED & BLUE COLOR MIX PEONY",5.52,1/01/2016
hq4m03,"4"" RED & BLUE DOUBLE SOUND (SALUTE) RING CYLINDER",9.59,1/01/2016
hq4q04,"4"" RED & SILVER SPECIAL STROBE WATERFALL",7.27,1/01/2016
hx4t40,"4"" RED CHRYS W/SILVER CHRYS PISTIL",5.98,1/01/2016
hx4t51,"4"" RED COCONUT CROSSETTE",6.45,1/01/2016
hx4n02,"4"" RED COCONUT CROSSETTE W/CHRYS PISTIL",5.86,1/01/2016
hx4t23,"4"" RED CROSSETTE",5.91,1/01/2016
yf4p12,"4"" RED CYCAS BLOOMS (CHERRY BLOSSOM)",10.12,1/01/2016
hx4t45,"4"" RED FLOWER",5.62,1/01/2016
hx4t08,"4"" RED GLITTERING WILLOW",6.19,1/01/2016
hq4m15,"4"" RED HEART PATTERN",6.64,1/01/2016
js4n06,"4"" RED LANTERN",5.97,1/01/2016
